DATE & TIME,Solar Radiation (Wh/m)2,UV Intensity,Atmospheric Clarity,Temperature (2m),Humidity (2M),PS,Wind Speed (10m),Wind Direction (10m),Mega Watts
2021-02-16 01:00:00,0.0,0.0,0.48428571428571426,12.19,4.09,93.11,2.25,223.6,0
2021-02-16 02:00:00,0.0,0.0,0.48357142857142854,11.49,3.97,93.06,2.23,238.04,0
2021-02-16 03:00:00,0.0,0.0,0.4828571428571428,10.99,3.91,93.03,2.16,249.86,0
2021-02-16 04:00:00,0.0,0.0,0.48214285714285715,10.67,3.91,93.01,2.04,256.28,0
2021-02-16 05:00:00,0.0,0.0,0.48142857142857143,10.33,3.85,93.0,1.95,256.3,0
2021-02-16 06:00:00,0.0,0.0,0.4807142857142857,9.18,3.91,93.02,2.18,249.23,0
2021-02-16 07:00:00,72.88,0.05,0.48,9.25,4.39,93.03,2.39,242.76,2
2021-02-16 08:00:00,292.99,0.6,0.67,12.23,4.58,93.05,3.49,237.52,100
2021-02-16 09:00:00,487.49,2.12,0.71,14.78,4.82,93.03,3.36,227.07,205
2021-02-16 10:00:00,617.51,4.05,0.7,18.11,5.0,92.99,4.52,215.5,286
2021-02-16 11:00:00,699.36,5.52,0.7,21.05,5.25,92.91,6.2,210.44,282
2021-02-16 12:00:00,673.21,5.38,0.65,23.49,5.31,92.8,7.34,210.74,282
2021-02-16 13:00:00,486.73,3.92,0.48,24.9,5.13,92.69,8.02,212.27,228
2021-02-16 14:00:00,402.37,2.75,0.45,25.19,5.0,92.62,8.31,213.45,225
2021-02-16 15:00:00,243.54,1.25,0.35,24.43,5.19,92.57,6.87,210.71,160
2021-02-16 16:00:00,106.91,0.3,0.23,22.34,5.74,92.51,4.87,203.93,42
2021-02-16 17:00:00,18.69,0.02,0.11,20.28,5.8,92.47,4.86,207.55,45
2021-02-16 18:00:00,0.0,0.0,0.12928571428571428,19.4,5.68,92.47,5.36,221.28,17
2021-02-16 19:00:00,0.0,0.0,0.14857142857142858,19.1,5.68,92.5,6.18,237.13,0
2021-02-16 20:00:00,0.0,0.0,0.16785714285714287,18.48,5.8,92.55,6.73,245.07,0
2021-02-16 21:00:00,0.0,0.0,0.18714285714285717,17.88,5.74,92.59,8.02,246.51,0
2021-02-16 22:00:00,0.0,0.0,0.20642857142857146,16.65,5.55,92.61,8.23,248.86,0
2021-02-16 23:00:00,0.0,0.0,0.22571428571428573,15.26,5.25,92.62,8.42,252.22,0
2021-02-17 00:00:00,0.0,0.0,0.245,13.97,5.0,92.64,8.47,259.05,0
2021-02-17 01:00:00,0.0,0.0,0.2642857142857143,12.51,5.0,92.7,9.02,277.61,0
2021-02-17 02:00:00,0.0,0.0,0.2835714285714286,10.76,5.49,92.76,8.0,286.97,0
2021-02-17 03:00:00,0.0,0.0,0.3028571428571429,9.93,5.8,92.81,7.13,285.7,0
2021-02-17 04:00:00,0.0,0.0,0.3221428571428572,9.51,5.74,92.86,6.4,283.92,0
2021-02-17 05:00:00,0.0,0.0,0.34142857142857147,9.11,5.55,92.92,5.17,282.29,0
2021-02-17 06:00:00,0.0,0.0,0.3607142857142857,8.42,5.37,92.99,4.55,281.19,0
2021-02-17 07:00:00,59.51,0.05,0.38,8.31,5.07,93.07,5.47,280.12,0
2021-02-17 08:00:00,161.15,0.48,0.37,9.45,4.21,93.15,8.21,277.27,40
2021-02-17 09:00:00,279.59,1.6,0.41,10.68,3.72,93.19,9.33,274.66,57
2021-02-17 10:00:00,407.2,3.15,0.46,11.91,3.6,93.21,9.41,270.81,70
2021-02-17 11:00:00,496.52,4.48,0.5,13.01,3.48,93.19,9.43,267.48,101
2021-02-17 12:00:00,593.19,5.25,0.57,13.9,3.36,93.15,9.39,264.27,276
2021-02-17 13:00:00,561.16,4.6,0.55,14.58,3.23,93.12,9.19,260.51,289
2021-02-17 14:00:00,411.64,2.95,0.46,15.02,3.11,93.09,8.81,257.92,236
2021-02-17 15:00:00,273.02,1.4,0.39,15.08,2.99,93.08,8.39,256.65,123
2021-02-17 16:00:00,143.94,0.42,0.31,14.62,2.93,93.08,7.67,258.24,111
2021-02-17 17:00:00,43.87,0.02,0.25,12.08,3.11,93.11,5.02,266.61,93
2021-02-17 18:00:00,0.0,0.0,0.2571428571428571,9.43,3.17,93.16,4.55,280.89,10
2021-02-17 19:00:00,0.0,0.0,0.2642857142857143,8.89,3.05,93.21,6.04,293.88,0
2021-02-17 20:00:00,0.0,0.0,0.2714285714285714,7.8,2.93,93.29,7.28,303.71,0
2021-02-17 21:00:00,0.0,0.0,0.2785714285714286,6.26,2.99,93.34,6.59,304.33,0
2021-02-17 22:00:00,0.0,0.0,0.2857142857142857,5.21,3.05,93.36,5.93,297.14,0
2021-02-17 23:00:00,0.0,0.0,0.2928571428571428,4.37,3.05,93.39,5.56,289.12,0
2021-02-18 00:00:00,0.0,0.0,0.3,3.56,3.05,93.41,4.85,278.9,0
2021-02-18 01:00:00,0.0,0.0,0.3071428571428571,2.95,3.11,93.45,4.49,267.81,0
2021-02-18 02:00:00,0.0,0.0,0.3142857142857143,2.48,3.11,93.48,4.5,258.59,0
2021-02-18 03:00:00,0.0,0.0,0.3214285714285714,2.59,3.17,93.51,5.87,256.76,0
2021-02-18 04:00:00,0.0,0.0,0.32857142857142857,2.65,3.3,93.56,6.67,256.31,0
2021-02-18 05:00:00,0.0,0.0,0.3357142857142857,2.58,3.36,93.63,6.88,255.6,0
2021-02-18 06:00:00,0.0,0.0,0.34285714285714286,2.34,3.42,93.72,6.97,257.71,0
2021-02-18 07:00:00,56.37,0.02,0.35,2.87,3.48,93.79,6.67,254.94,0
2021-02-18 08:00:00,219.22,0.45,0.49,5.12,3.36,93.85,8.16,255.75,21
2021-02-18 09:00:00,439.12,1.75,0.63,7.15,3.11,93.89,9.19,262.52,273
2021-02-18 10:00:00,653.81,3.5,0.74,8.85,3.17,93.88,8.68,264.53,274
2021-02-18 11:00:00,763.16,5.0,0.76,10.34,3.23,93.87,8.19,265.57,301
2021-02-18 12:00:00,841.43,6.1,0.8,11.37,3.3,93.84,7.88,267.73,301
2021-02-18 13:00:00,810.14,5.58,0.8,11.87,3.3,93.81,7.71,270.64,301
2021-02-18 14:00:00,703.05,4.02,0.79,12.12,3.23,93.8,7.43,274.1,301
2021-02-18 15:00:00,531.26,2.2,0.75,11.97,3.23,93.81,6.98,277.2,301
2021-02-18 16:00:00,312.82,0.67,0.67,11.32,3.23,93.85,6.22,280.27,292
2021-02-18 17:00:00,86.72,0.05,0.48,8.92,3.54,93.9,3.67,285.07,200
2021-02-18 18:00:00,0.0,0.0,0.48142857142857143,6.3,3.6,93.97,3.05,296.5,0
2021-02-18 19:00:00,0.0,0.0,0.4828571428571428,5.51,3.6,94.04,2.93,310.35,0
2021-02-18 20:00:00,0.0,0.0,0.48428571428571426,4.75,3.54,94.1,2.85,320.9,0
2021-02-18 21:00:00,0.0,0.0,0.4857142857142857,4.04,3.54,94.14,2.75,325.63,0
2021-02-18 22:00:00,0.0,0.0,0.48714285714285716,3.46,3.6,94.18,2.62,326.55,0
2021-02-18 23:00:00,0.0,0.0,0.48857142857142855,3.03,3.6,94.19,2.47,325.16,0
2021-02-19 00:00:00,0.0,0.0,0.49,2.82,3.66,94.18,2.3,322.47,0
2021-02-19 01:00:00,0.0,0.0,0.49142857142857144,2.82,3.72,94.19,2.07,318.83,0
2021-02-19 02:00:00,0.0,0.0,0.4928571428571428,2.8,3.72,94.18,1.87,313.98,0
2021-02-19 03:00:00,0.0,0.0,0.4942857142857143,2.79,3.78,94.18,1.67,308.53,0
2021-02-19 04:00:00,0.0,0.0,0.4957142857142857,2.76,3.78,94.2,1.5,304.35,0
2021-02-19 05:00:00,0.0,0.0,0.49714285714285716,2.77,3.85,94.23,1.28,304.08,0
2021-02-19 06:00:00,0.0,0.0,0.49857142857142855,2.65,3.91,94.27,1.12,306.79,0
2021-02-19 07:00:00,82.27,0.05,0.5,3.34,3.97,94.32,1.0,308.03,0
2021-02-19 08:00:00,313.59,0.6,0.7,5.47,4.03,94.37,1.04,305.84,0
2021-02-19 09:00:00,532.62,2.15,0.77,8.96,4.03,94.4,0.77,206.04,280
2021-02-19 10:00:00,704.49,4.02,0.79,11.23,3.85,94.38,1.84,206.67,300
2021-02-19 11:00:00,815.1,5.65,0.8,12.58,3.78,94.33,2.42,215.8,300
2021-02-19 12:00:00,849.16,6.2,0.8,13.55,3.66,94.25,2.79,220.24,300
2021-02-19 13:00:00,682.54,5.15,0.67,14.14,3.6,94.17,3.04,223.65,296
2021-02-19 14:00:00,712.05,4.1,0.79,14.34,3.48,94.12,3.21,226.68,296
2021-02-19 15:00:00,539.66,2.23,0.76,14.15,3.36,94.09,3.24,230.48,296
2021-02-19 16:00:00,321.45,0.67,0.69,13.42,3.3,94.07,3.0,235.19,296
2021-02-19 17:00:00,91.41,0.05,0.49,10.93,3.85,94.07,1.78,243.43,140
2021-02-19 18:00:00,0.0,0.0,0.4878571428571429,10.01,3.42,94.09,1.22,257.75,0
2021-02-19 19:00:00,0.0,0.0,0.4857142857142857,10.0,3.36,94.12,0.35,290.85,0
2021-02-19 20:00:00,0.0,0.0,0.48357142857142854,9.25,3.3,94.13,0.73,82.65,0
2021-02-19 21:00:00,0.0,0.0,0.48142857142857143,7.87,3.3,94.11,1.6,98.13,0
2021-02-19 22:00:00,0.0,0.0,0.4792857142857143,6.44,3.23,94.08,2.21,107.03,0
2021-02-19 23:00:00,0.0,0.0,0.47714285714285715,5.33,3.11,94.06,2.55,114.05,0
2021-02-20 00:00:00,0.0,0.0,0.475,4.58,3.05,94.05,2.67,120.62,0
2021-02-20 01:00:00,0.0,0.0,0.47285714285714286,4.2,2.93,94.04,2.56,127.81,0
2021-02-20 02:00:00,0.0,0.0,0.47071428571428575,4.19,2.81,94.03,2.17,138.21,0
2021-02-20 03:00:00,0.0,0.0,0.4685714285714286,4.54,2.75,94.04,1.41,164.27,0
2021-02-20 04:00:00,0.0,0.0,0.4664285714285714,4.15,2.69,94.07,1.19,237.56,0
2021-02-20 05:00:00,0.0,0.0,0.4642857142857143,3.05,2.75,94.12,1.8,279.01,0
2021-02-20 06:00:00,0.0,0.0,0.4621428571428572,2.35,2.87,94.16,2.05,304.9,0
2021-02-20 07:00:00,78.43,0.05,0.46,3.42,3.23,94.2,2.07,328.11,0
2021-02-20 08:00:00,302.34,0.52,0.66,6.62,3.54,94.23,3.17,344.56,0
2021-02-20 09:00:00,521.5,1.92,0.74,10.33,4.03,94.23,2.88,355.02,0
2021-02-20 10:00:00,596.8,3.4699999999999998,0.66,13.25,3.91,94.2,1.9,356.94,0
2021-02-20 11:00:00,806.55,5.02,0.8,14.9,3.78,94.16,1.2,330.26,300
2021-02-20 12:00:00,824.12,5.25,0.78,15.88,3.72,94.1,1.58,304.71,300
2021-02-20 13:00:00,790.52,4.77,0.77,16.33,3.66,94.05,2.02,302.33,300
2021-02-20 14:00:00,681.59,3.45,0.75,16.37,3.6,94.03,2.19,305.85,300
2021-02-20 15:00:00,510.36,1.88,0.71,15.98,3.54,94.04,2.23,313.15,300
2021-02-20 16:00:00,294.2,0.55,0.62,15.05,3.54,94.05,2.21,323.5,300
2021-02-20 17:00:00,81.68,0.05,0.43,12.08,4.27,94.08,1.89,336.09,200
2021-02-20 18:00:00,0.0,0.0,0.4278571428571428,9.41,3.97,94.12,2.46,345.3,0
2021-02-20 19:00:00,0.0,0.0,0.4257142857142857,8.15,3.85,94.16,2.84,353.85,0
2021-02-20 20:00:00,0.0,0.0,0.4235714285714286,7.16,3.72,94.19,3.06,4.1,0
2021-02-20 21:00:00,0.0,0.0,0.42142857142857143,6.3,3.6,94.21,3.19,17.68,0
2021-02-20 22:00:00,0.0,0.0,0.41928571428571426,5.5,3.54,94.22,3.29,33.09,0
2021-02-20 23:00:00,0.0,0.0,0.41714285714285715,4.73,3.6,94.21,3.39,47.34,0
2021-02-21 00:00:00,0.0,0.0,0.41500000000000004,4.0,3.72,94.2,3.45,58.26,0
2021-02-21 01:00:00,0.0,0.0,0.41285714285714287,3.26,3.91,94.19,3.47,63.55,0
2021-02-21 02:00:00,0.0,0.0,0.4107142857142857,2.54,4.09,94.19,3.53,64.97,0
2021-02-21 03:00:00,0.0,0.0,0.4085714285714286,1.87,4.27,94.19,3.55,65.69,0
2021-02-21 04:00:00,0.0,0.0,0.4064285714285715,1.3,4.33,94.2,3.53,66.27,0
2021-02-21 05:00:00,0.0,0.0,0.4042857142857143,0.8,4.33,94.24,3.52,67.25,0
2021-02-21 06:00:00,0.0,0.0,0.40214285714285714,0.48,4.33,94.27,3.65,68.15,0
2021-02-21 07:00:00,70.37,0.05,0.4,2.13,4.33,94.3,5.27,69.98,4
2021-02-21 08:00:00,264.88,0.48,0.57,4.4,4.33,94.34,5.12,70.76,86
2021-02-21 09:00:00,468.42,1.67,0.66,7.76,4.33,94.34,5.17,70.77,295
2021-02-21 10:00:00,662.24,3.2,0.73,11.19,4.09,94.32,5.84,77.17,295
2021-02-21 11:00:00,776.11,4.52,0.76,13.14,4.03,94.28,5.8,83.27,295
2021-02-21 12:00:00,815.73,5.05,0.77,14.3,4.03,94.24,5.41,87.93,300
2021-02-21 13:00:00,781.48,4.6,0.77,14.88,4.03,94.18,5.04,90.53,300
2021-02-21 14:00:00,640.59,3.2,0.7,15.03,4.03,94.13,4.63,91.55,300
2021-02-21 15:00:00,501.71,1.83,0.7,14.73,4.09,94.11,4.39,89.69,300
2021-02-21 16:00:00,286.08,0.52,0.6,13.89,4.15,94.11,4.25,83.57,270
2021-02-21 17:00:00,82.68,0.05,0.42,10.99,4.46,94.14,3.09,70.79,110
2021-02-21 18:00:00,0.0,0.0,0.42142857142857143,8.66,4.33,94.19,3.77,64.44,0
2021-02-21 19:00:00,0.0,0.0,0.4228571428571428,8.2,4.27,94.25,4.45,65.73,0
2021-02-21 20:00:00,0.0,0.0,0.42428571428571427,7.72,4.21,94.29,4.98,69.89,0
2021-02-21 21:00:00,0.0,0.0,0.4257142857142857,7.22,4.15,94.3,5.55,74.65,0
2021-02-21 22:00:00,0.0,0.0,0.42714285714285716,6.54,4.15,94.3,5.85,78.84,0
2021-02-21 23:00:00,0.0,0.0,0.42857142857142855,5.77,4.21,94.29,5.68,81.86,0
2021-02-22 00:00:00,0.0,0.0,0.43,5.1,4.27,94.29,5.24,84.44,0
2021-02-22 01:00:00,0.0,0.0,0.43142857142857144,4.57,4.33,94.28,4.99,85.69,0
2021-02-22 02:00:00,0.0,0.0,0.43285714285714283,4.07,4.27,94.26,4.75,85.94,0
2021-02-22 03:00:00,0.0,0.0,0.4342857142857143,3.59,4.33,94.27,4.49,86.51,0
2021-02-22 04:00:00,0.0,0.0,0.4357142857142857,3.19,4.33,94.29,4.48,85.19,0
2021-02-22 05:00:00,0.0,0.0,0.43714285714285717,2.83,4.33,94.32,4.81,83.19,0
2021-02-22 06:00:00,0.0,0.0,0.43857142857142856,2.3,4.27,94.36,5.14,82.14,0
2021-02-22 07:00:00,79.2,0.05,0.44,2.73,4.21,94.42,5.67,83.11,0
2021-02-22 08:00:00,284.59,0.55,0.61,4.84,4.03,94.47,5.52,83.82,60
2021-02-22 09:00:00,509.27,2.0,0.71,8.07,3.91,94.47,6.48,89.86,244
2021-02-22 10:00:00,670.39,3.65,0.74,11.08,4.09,94.44,6.79,98.48,244
2021-02-22 11:00:00,680.34,4.55,0.66,13.3,4.46,94.38,6.32,102.2,255
2021-02-22 12:00:00,787.61,5.42,0.73,14.6,4.64,94.29,5.89,99.85,276
2021-02-22 13:00:00,654.3,4.38,0.63,15.22,4.7,94.21,5.71,96.12,265
2021-02-22 14:00:00,624.23,3.48,0.68,15.43,4.7,94.18,5.63,93.34,264
2021-02-22 15:00:00,452.88,1.83,0.62,15.12,4.7,94.18,5.72,90.39,264
2021-02-22 16:00:00,223.7,0.5,0.46,14.22,4.64,94.19,5.93,86.0,200
2021-02-22 17:00:00,73.91,0.05,0.37,12.47,4.64,94.21,5.28,78.22,80
2021-02-22 18:00:00,0.0,0.0,0.3692857142857143,10.85,4.58,94.24,5.92,72.98,80
2021-02-22 19:00:00,0.0,0.0,0.36857142857142855,10.15,4.46,94.29,7.04,72.89,0
2021-02-22 20:00:00,0.0,0.0,0.3678571428571428,9.53,4.39,94.33,7.58,74.63,0
2021-02-22 21:00:00,0.0,0.0,0.36714285714285716,8.9,4.39,94.33,7.82,76.42,0
2021-02-22 22:00:00,0.0,0.0,0.36642857142857144,7.88,4.33,94.31,7.49,75.75,0
2021-02-22 23:00:00,0.0,0.0,0.3657142857142857,6.65,4.27,94.27,7.3,75.43,0
2021-02-23 00:00:00,0.0,0.0,0.365,5.77,4.15,94.26,7.27,76.2,0
2021-02-23 01:00:00,0.0,0.0,0.36428571428571427,5.1,4.03,94.24,7.09,75.7,0
2021-02-23 02:00:00,0.0,0.0,0.36357142857142855,4.52,3.85,94.23,7.05,76.35,0
2021-02-23 03:00:00,0.0,0.0,0.3628571428571428,4.04,3.6,94.22,6.55,76.0,0
2021-02-23 04:00:00,0.0,0.0,0.36214285714285716,3.69,3.42,94.25,6.31,74.79,0
2021-02-23 05:00:00,0.0,0.0,0.36142857142857143,3.37,3.3,94.29,6.31,75.07,0
2021-02-23 06:00:00,0.0,0.0,0.3607142857142857,3.0,3.23,94.33,6.23,76.36,0
2021-02-23 07:00:00,67.28,0.05,0.36,4.33,3.11,94.37,7.6,82.97,0
2021-02-23 08:00:00,160.62,0.38,0.34,6.48,3.11,94.39,7.69,84.93,0
2021-02-23 09:00:00,281.51,1.25,0.39,9.48,3.17,94.38,8.66,89.59,11
2021-02-23 10:00:00,326.22,2.05,0.36,11.91,3.42,94.34,8.94,92.6,234
2021-02-23 11:00:00,397.3,3.12,0.38,13.51,3.66,94.26,8.68,95.17,68
2021-02-23 12:00:00,340.57,2.8,0.32,14.33,3.85,94.17,8.27,97.49,160
2021-02-23 13:00:00,405.43,2.95,0.39,14.64,4.03,94.09,7.89,101.24,76
2021-02-23 14:00:00,217.63,1.45,0.23,14.62,4.15,94.05,7.5,105.83,64
2021-02-23 15:00:00,122.82,0.65,0.17,14.22,4.33,94.03,7.36,107.88,112
2021-02-23 16:00:00,67.29,0.2,0.14,13.47,4.46,94.01,7.19,106.66,52
2021-02-23 17:00:00,19.65,0.02,0.09,12.17,4.64,94.01,6.21,106.38,32
2021-02-23 18:00:00,0.0,0.0,0.10714285714285714,10.73,4.82,94.04,5.83,109.02,3
2021-02-23 19:00:00,0.0,0.0,0.12428571428571428,9.72,5.0,94.08,6.31,108.41,0
2021-02-23 20:00:00,0.0,0.0,0.14142857142857143,8.4,5.19,94.09,6.45,102.39,0
2021-02-23 21:00:00,0.0,0.0,0.15857142857142859,7.08,5.31,94.07,6.32,96.67,0
2021-02-23 22:00:00,0.0,0.0,0.1757142857142857,6.15,5.37,94.02,5.8,92.93,0
2021-02-23 23:00:00,0.0,0.0,0.19285714285714287,5.57,5.43,93.96,5.6,91.2,0
2021-02-24 00:00:00,0.0,0.0,0.21000000000000002,5.22,5.43,93.91,5.41,91.66,0
2021-02-24 01:00:00,0.0,0.0,0.22714285714285715,5.09,5.37,93.88,5.22,92.06,0
2021-02-24 02:00:00,0.0,0.0,0.2442857142857143,5.1,5.37,93.85,5.49,93.92,0
2021-02-24 03:00:00,0.0,0.0,0.26142857142857145,5.15,5.37,93.81,5.73,95.87,0
2021-02-24 04:00:00,0.0,0.0,0.2785714285714286,5.26,5.37,93.76,5.85,97.36,0
2021-02-24 05:00:00,0.0,0.0,0.2957142857142857,5.33,5.37,93.75,5.57,95.72,0
2021-02-24 06:00:00,0.0,0.0,0.31285714285714283,5.37,5.43,93.76,5.1,87.72,0
2021-02-24 07:00:00,63.16,0.02,0.33,5.58,5.43,93.79,5.03,81.33,0
2021-02-24 08:00:00,110.84,0.27,0.23,6.03,5.43,93.82,4.88,76.1,8
2021-02-24 09:00:00,168.55,0.75,0.23,6.48,5.37,93.83,5.02,73.91,16
2021-02-24 10:00:00,204.8,1.3,0.23,6.89,5.37,93.82,5.06,70.81,40
2021-02-24 11:00:00,177.92,1.38,0.17,7.28,5.37,93.81,5.1,65.08,45
2021-02-24 12:00:00,165.65,1.38,0.16,7.62,5.31,93.8,5.04,57.59,63
2021-02-24 13:00:00,153.05,1.25,0.15,7.86,5.25,93.77,4.98,49.07,94
2021-02-24 14:00:00,277.24,1.7,0.3,8.12,5.13,93.78,5.21,39.71,129
2021-02-24 15:00:00,244.82,1.12,0.34,8.37,4.94,93.82,5.28,32.37,156
2021-02-24 16:00:00,123.8,0.33,0.25,8.33,4.82,93.86,4.93,24.01,60
2021-02-24 17:00:00,25.45,0.02,0.12,7.5,4.82,93.89,3.37,15.62,29
2021-02-24 18:00:00,0.0,0.0,0.145,5.55,4.82,93.94,2.07,8.68,3
2021-02-24 19:00:00,0.0,0.0,0.16999999999999998,5.3,4.82,93.99,1.46,355.7,0
2021-02-24 20:00:00,0.0,0.0,0.195,5.33,4.76,94.01,0.89,303.97,0
2021-02-24 21:00:00,0.0,0.0,0.21999999999999997,4.38,4.7,93.99,1.55,254.85,0
2021-02-24 22:00:00,0.0,0.0,0.245,2.98,4.7,93.96,2.42,247.99,0
2021-02-24 23:00:00,0.0,0.0,0.27,2.08,4.64,93.93,3.1,249.97,0
2021-02-25 00:00:00,0.0,0.0,0.295,1.77,4.7,93.91,3.51,252.49,0
2021-02-25 01:00:00,0.0,0.0,0.31999999999999995,1.65,4.7,93.89,3.71,258.83,0
2021-02-25 02:00:00,0.0,0.0,0.345,1.59,4.7,93.9,3.98,269.32,0
2021-02-25 03:00:00,0.0,0.0,0.37,1.58,4.76,93.93,4.37,276.06,0
2021-02-25 04:00:00,0.0,0.0,0.39499999999999996,1.54,4.76,93.96,4.82,280.56,0
2021-02-25 05:00:00,0.0,0.0,0.42,1.38,4.7,93.98,4.98,283.51,0
2021-02-25 06:00:00,0.0,0.0,0.44499999999999995,1.48,4.64,94.01,5.02,286.26,0
2021-02-25 07:00:00,92.38,0.05,0.47,2.81,4.52,94.04,5.56,289.35,0
2021-02-25 08:00:00,318.9,0.58,0.66,5.08,4.52,94.08,4.66,291.36,35
2021-02-25 09:00:00,541.92,2.02,0.74,8.93,4.52,94.1,4.09,292.11,297
2021-02-25 10:00:00,719.5,3.7,0.78,13.8,3.66,94.09,4.69,316.15,301
2021-02-25 11:00:00,827.96,5.15,0.8,15.75,3.36,94.07,4.87,320.72,300
2021-02-25 12:00:00,876.89,6.02,0.81,16.72,3.17,94.0,4.76,319.86,300
2021-02-25 13:00:00,843.91,5.48,0.8,17.26,3.05,93.96,4.45,317.71,300
2021-02-25 14:00:00,738.7,4.02,0.8,17.41,2.93,93.92,4.13,314.54,300
2021-02-25 15:00:00,572.05,2.25,0.77,17.12,2.87,93.92,3.94,312.59,298
2021-02-25 16:00:00,352.62,0.67,0.71,16.23,2.93,93.93,3.51,311.57,299
2021-02-25 17:00:00,117.31,0.05,0.55,12.55,3.97,93.96,2.4,309.18,160
2021-02-25 18:00:00,0.0,0.0,0.55,10.01,3.42,93.99,2.7,306.04,70
2021-02-25 19:00:00,0.0,0.0,0.55,8.92,3.36,94.01,2.85,307.21,0
2021-02-25 20:00:00,0.0,0.0,0.55,7.95,3.3,94.03,2.94,312.3,0
2021-02-25 21:00:00,0.0,0.0,0.55,7.09,3.23,94.03,2.97,319.48,0
2021-02-25 22:00:00,0.0,0.0,0.55,6.33,3.11,94.03,2.94,328.93,0
2021-02-25 23:00:00,0.0,0.0,0.55,5.65,3.05,94.03,2.92,338.85,0
2021-02-26 00:00:00,0.0,0.0,0.55,5.08,2.93,94.03,2.9,348.33,0
2021-02-26 01:00:00,0.0,0.0,0.55,4.71,2.87,94.03,2.78,356.13,0
2021-02-26 02:00:00,0.0,0.0,0.55,4.64,2.81,94.03,2.51,2.32,0
2021-02-26 03:00:00,0.0,0.0,0.55,4.8,2.75,94.01,2.1,5.99,0
2021-02-26 04:00:00,0.0,0.0,0.55,4.98,2.69,94.02,1.65,4.07,0
2021-02-26 05:00:00,0.0,0.0,0.55,5.01,2.69,94.05,1.25,349.89,0
2021-02-26 06:00:00,0.0,0.0,0.55,4.73,2.69,94.1,1.06,321.27,0
2021-02-26 07:00:00,111.58,0.05,0.55,5.3,2.99,94.15,1.11,296.21,3
2021-02-26 08:00:00,347.78,0.58,0.71,7.67,2.93,94.2,1.64,285.49,120
2021-02-26 09:00:00,566.67,2.02,0.77,10.65,2.99,94.2,1.45,282.09,200
2021-02-26 10:00:00,736.55,3.65,0.8,15.15,2.75,94.18,1.34,325.94,300
2021-02-26 11:00:00,845.73,5.02,0.8,17.48,2.81,94.13,2.13,356.21,300
2021-02-26 12:00:00,882.63,5.62,0.81,18.44,2.93,94.07,2.36,357.91,300
2021-02-26 13:00:00,847.45,5.1,0.8,18.9,2.93,94.01,2.36,354.87,300
2021-02-26 14:00:00,742.12,3.75,0.8,18.97,2.93,93.96,2.22,350.27,300
2021-02-26 15:00:00,575.14,2.12,0.77,18.63,2.93,93.95,1.96,346.18,300
2021-02-26 16:00:00,357.43,0.62,0.72,17.77,3.11,93.95,1.49,343.56,300
2021-02-26 17:00:00,122.83,0.05,0.56,15.91,3.78,93.95,0.6,354.07,280
2021-02-26 18:00:00,0.0,0.0,0.56,14.75,3.36,93.95,0.2,87.8,4
2021-02-26 19:00:00,0.0,0.0,0.56,13.66,3.23,93.97,0.58,136.64,0
2021-02-26 20:00:00,0.0,0.0,0.56,12.47,3.11,93.99,0.89,143.23,0
2021-02-26 21:00:00,0.0,0.0,0.56,11.58,3.11,93.99,1.13,147.74,0
2021-02-26 22:00:00,0.0,0.0,0.56,10.56,3.11,93.98,1.27,151.7,0
2021-02-26 23:00:00,0.0,0.0,0.56,9.62,3.05,93.95,1.36,155.94,0
2021-02-27 00:00:00,0.0,0.0,0.56,8.65,3.05,93.93,1.54,159.44,0
2021-02-27 01:00:00,0.0,0.0,0.56,7.62,2.99,93.91,1.79,161.96,0
2021-02-27 02:00:00,0.0,0.0,0.56,6.59,2.93,93.89,2.02,163.81,0
2021-02-27 03:00:00,0.0,0.0,0.56,5.51,2.93,93.86,2.29,166.15,0
2021-02-27 04:00:00,0.0,0.0,0.56,4.41,2.87,93.86,2.58,169.17,0
2021-02-27 05:00:00,0.0,0.0,0.56,3.44,2.81,93.88,2.84,171.62,0
2021-02-27 06:00:00,0.0,0.0,0.56,2.77,2.81,93.93,2.98,173.53,0
2021-02-27 07:00:00,118.39,0.08,0.56,5.01,3.11,93.97,2.68,174.47,0
2021-02-27 08:00:00,354.41,0.75,0.72,8.47,2.93,93.99,3.25,172.55,160
2021-02-27 09:00:00,573.3,2.42,0.77,11.6,3.17,93.99,2.21,159.97,284
2021-02-27 10:00:00,739.51,4.35,0.79,16.35,3.11,93.96,3.12,126.35,284
2021-02-27 11:00:00,837.72,5.98,0.8,18.42,2.99,93.91,3.58,107.68,284
2021-02-27 12:00:00,863.79,6.6,0.79,19.3,2.93,93.82,3.79,102.03,284
2021-02-27 13:00:00,812.33,5.95,0.77,19.83,2.87,93.73,3.95,100.84,284
2021-02-27 14:00:00,724.01,4.38,0.77,19.98,2.87,93.67,4.12,100.59,284
2021-02-27 15:00:00,540.55,2.38,0.72,19.65,2.93,93.63,4.49,99.63,284
2021-02-27 16:00:00,331.51,0.75,0.66,18.61,3.05,93.61,4.69,96.5,284
2021-02-27 17:00:00,111.91,0.08,0.51,14.8,3.85,93.59,3.61,86.4,284
2021-02-27 18:00:00,0.0,0.0,0.5021428571428571,11.89,3.6,93.59,4.48,80.06,0
2021-02-27 19:00:00,0.0,0.0,0.4942857142857143,11.47,3.42,93.59,5.52,77.99,0
